   category    |       subcategory        |                       name                       |          brand           | unit_type  | unit_size | case_size 
 Rum           | Premium Aged             | Havana Club 7 Year Old 70cl                      | Havana Club              | bottle     |       700 |         6
 Rum           | Premium Aged             | Mount Gay 1703 Master Select 70cl                | Mount Gay                | bottle     |       700 |         6
 Rum           | Premium Aged             | Ron Zacapa 23 Year Old 70cl                      | Ron Zacapa               | bottle     |       700 |         6
 Rum           | Rhum Agricole            | Neisson Reserve Blanc 70cl                       | Neisson                  | bottle     |       700 |         6
 Rum           | Rhum Agricole            | Rhum Clement VSOP 70cl                           | Rhum Clement             | bottle     |       700 |         6
 Rum           | Rhum Agricole            | Rhum J.M Blanc 70cl                              | Rhum J.M                 | bottle     |       700 |         6
 Rum           | White                    | Bacardi White Rum 1L                             | Bacardi                  | bottle     |      1000 |         6
 Rum           | White                    | Bacardi White Rum 25ml                           | Bacardi                  | bottle     |        25 |        48
 Rum           | White                    | Bacardi White Rum 50ml                           | Bacardi                  | bottle     |        50 |        24
 Rum           | White                    | Bacardi White Rum 70cl                           | Bacardi                  | bottle     |       700 |         6
 Rum           | White                    | Captain Morgan White Rum 1L                      | Captain Morgan           | bottle     |      1000 |         6
 Rum           | White                    | Captain Morgan White Rum 70cl                    | Captain Morgan           | bottle     |       700 |         6
 Rum           | White                    | Havana Club 3 Year Old 1L                        | Havana Club              | bottle     |      1000 |         6
